model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,run,overall_bias
llama3.2:latest,29137930,-0.05,0.0,0.0,0.0,1.0,"L'article présente un ton neutre et objectif, sans inclure de langage ou de réflexes partisans. Les chercheurs sont cités pour expliquer leurs découvertes, ce qui contribue à une compréhension objective du sujet.",5,-0.0125
llama3.2:latest,29137608,-1.0,0.0,0.0,0.0,0.9,"L'article présente un ton neutre et ne prend pas position sur les questions politiques, mais souligne l'importance du programme Argo pour la compréhension du réchauffement climatique. Les données collectées sont présentées comme une contribution importante à la science et à la prévision météo. Le langage utilisé est formel et technique, sans allusions politiques ou sensibles.",5,-0.25
llama3.2:latest,29134900,-1.0,-1.0,-1.0,-1.0,0.8,"L'article présente une vision critique de la situation à Gaza, mettant en avant les défis et les souffrances des Palestiniens. Le ton est tendance vers le gauche, avec des citations d'experts qui soulignent les conditions inhumaines vécues par la population gazaouie.",5,-1.0
llama3.2:latest,29133473,-0.5,0.2,-0.1,0.0,0.8,"L'article présente un ton neutre, mais la subject bias est légèrement à gauche en raison du contexte de l'affaire et des noms des personnes impliquées. La framing bias est faible, car l'article ne prend pas position sur les questions politiques. Le traitement de la commune est plus favorable que celui des gérants du Constellation, mais ce n'est qu'une légère tendance à gauche.",5,-0.1
llama3.2:latest,29132722,-0.1,0.4,0.3,0.2,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une des parties politiques, mais le sujet lui-même (la réduction de la redevance SSR) a tendance à être plus gauche. Le ton du texte est légèrement plus favorable aux arguments en faveur de l'initiative que contre.",5,0.2
llama3.2:latest,28980688,-0.1,0.2,0.3,0.5,0.8,"L'article présente une vision générale positive de l'implantation des entreprises suisses en Irak, soulignant les opportunités économiques et la stabilité relative du pays. Cependant, il met également en évidence les défis géopolitiques et institutionnels qui freinent la confiance des investisseurs. La présence de plusieurs ambassadeurs et dirigeants politiques cités dans l'article contribue à une impression générale de favorabilité envers le gouvernement irakien et les entreprises suisses.",5,0.225
llama3.2:latest,29138895,-0.2,0.1,-0.5,0.0,0.8,"L'article présente une vision générale de la situation des travailleurs en Suisse, soulignant les problèmes de santé et de bien-être au travail. Le syndicat USS est présenté comme un acteur clé dans la défense des droits des travailleurs, mais sans être explicitement accusé d'être partisan. La tonalité est principalement informative et critique envers les employeurs et le système politique suisse.",5,-0.15
llama3.2:latest,29137468,-0.5,-0.2,0.1,0.0,0.8,"L'article présente un ton neutre, mais le sujet de la convocation de David Vocat peut être perçu comme une tentative de faire ressortir son implication dans l'incident du 1er janvier. Le traitement des faits est objectif, mais les détails sur le contrôle de 2018 suggèrent que l'article cherche à établir un lien entre les deux événements. La confiance dans la crédibilité de l'article est élevée, car il cite des sources officielles et présente des informations précises.",5,-0.15
llama3.2:latest,29138628,-0.2,-0.1,0.0,-0.05,0.8,"La révision du texte a été adoptée par le Parlement avec une majorité de droite, mais les Verts et le Parti socialiste ont exprimé des réserves sur la loi. Le débat a été marqué par un ton plus tendre que prévu, ce qui pourrait indiquer une certaine évolution dans l'opinion publique sur les énergies renouvelables.",5,-0.08750000000000001
llama3.2:latest,29138029,-0.1,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie en particulier. Les données sont présentées de manière objective, mais il est possible que certaines sources soient plus représentatives de la gauche ou de la droite que d'autres.",5,-0.025
llama3.2:latest,29138340,-0.5,-1.0,-0.2,0.0,0.8,"L'article présente une vision généralement positive du climat et des politiques environnementales, mais avec une critique de l'initiative pour un fonds climat qui suggère que la Suisse est déjà sur le bon chemin. La conseillère nationale Simone de Montmollin exprime ses inquiétudes quant à la rigidité et à l'ampleur de la mesure, ainsi qu'à la dette massive qu'elle va faire porter sur les générations futures.",5,-0.425
llama3.2:latest,29139609,-0.5,-1.2,-0.8,-0.3,0.9,"L'article présente une vision générale de la situation en Ukraine et des sabotages, mais il manque de détails sur les motivations et les conséquences réelles de ces actions. Le ton est critique envers la Russie, ce qui peut être considéré comme un biais. Les citations d'experts sont utilisées pour soutenir l'analyse, mais elles ne sont pas toujours représentatives de la diversité des opinions sur le sujet.",5,-0.7
llama3.2:latest,29132309,-0.5,-1.0,-0.2,0.0,0.8,"L'article présente une perspective critique sur la guerre à Gaza et souligne les souffrances des civils palestiniens, ce qui suggère un ton gauche. Le podcast documente l'expérience de Nahed, une professeure de français de 55 ans, qui partage son quotidien avec Adèle Ottiger, attachée de production à la RTS. Les épisodes racontent comment on en arrive à ce retour au nord et remontent à octobre 2025, quand un cessez-le-feu est annoncé par Donald Trump.",5,-0.425
llama3.2:latest,29139514,-0.1,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour la gauche ou la droite. Le sujet du test des sirènes est également neutre, sans allusions politiques évidentes.",5,-0.025
llama3.2:latest,29138377,-1.0,-1.0,-1.0,-1.0,1.0,"L'article présente une analyse critique de la royauté norvégienne et des liens avec Jeffrey Epstein, suggérant un sujet de discussion politique et une framing favorables à la gauche.",5,-1.0
llama3.2:latest,29137477,-0.05,0.0,0.0,0.0,1.0,"L'article présente un sujet relativement neutre, avec des articles sur des innovations en médecine et en énergie, ainsi qu'un article sur l'adoption d'animaux de laboratoire. Les framing et les guests sont également neutres. La confiance est à 1.0 car l'article semble être bien rédigé et présenté.",5,-0.0125
llama3.2:latest,29139808,-0.02,0.01,0.03,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie en particulier. Les scientifiques sont cités pour expliquer leur méthode et leurs découvertes, sans que les opinions politiques soient explicitement exprimées.",5,0.004999999999999999
gemma2:latest,29134931,0.0,-0.1,0.0,0.0,0.4,The article focuses on a natural disaster and its political ramifications. There is a slight left-leaning framing due to the emphasis on government negligence and calls for prioritizing infrastructure repair over a bridge project.,5,-0.025
gemma2:latest,29138341,0.0,0.0,0.0,0.0,0.8,The article reports on financial aid provided to victims of a fire. It presents factual information and quotes from officials and affected individuals without overt political slant.,5,0.0
gemma2:latest,29137551,0.0,0.0,0.0,0.0,0.7,"The article reports on diplomatic efforts regarding the Ukraine war, focusing on Switzerland's role as OSCE president. No clear political leaning is evident.",5,0.0
gemma2:latest,29139880,0.0,-0.2,0.1,0.0,0.4,The article presents both sides of the conflict with relatively neutral language. There is a slight lean towards framing Ukraine's position as more defensive.,5,-0.025
gemma2:latest,29130526,0.0,0.0,0.0,0.0,0.8,The article reports on a food safety report with factual information about pesticide residues in Swiss produce. There is no discernible political slant.,5,0.0
gemma2:latest,29136599,-0.2,-0.1,0.3,0.0,0.6,"The article focuses on the humanitarian situation in Gaza and the limitations imposed by Israel. While it mentions Israeli actions, it primarily highlights Palestinian suffering and the need for aid access.",5,-1.3877787807814457e-17
gemma2:latest,29137324,0.2,-0.3,-0.1,-0.4,0.6,"The article focuses on a climate initiative and presents arguments in favor of it. The framing is slightly left-leaning due to the emphasis on environmental benefits and criticism of current policies. The guest, Lisa Mazzone from the Green party, contributes to the leftward bias.",5,-0.15
gemma2:latest,29137930,0.0,0.0,0.0,0.0,0.95,The article presents a scientific discovery about fossilized vomit and its implications for understanding ancient ecosystems. There is no discernible political slant.,5,0.0
gemma2:latest,29125285,0.0,-0.2,0.1,0.0,0.6,"The article presents data on Zurich's carbon footprint with a focus on the limitations of local action. While it highlights positive steps taken within the city, it emphasizes the significant impact of indirect emissions and consumer behavior.",5,-0.025
gemma2:latest,29137608,0.0,0.0,0.0,0.0,0.8,The article presents factual information about the Argo program and its role in climate research. There is no discernible political slant.,5,0.0
gemma2:latest,29134900,-0.6,-0.8,-0.7,-0.4,0.8,The article focuses on the dire humanitarian situation in Gaza and quotes Palestinian voices expressing despair and hardship. The framing emphasizes the suffering of Palestinians and criticizes Israeli policies.,5,-0.6249999999999999
gemma2:latest,29133473,0.0,0.0,0.0,0.0,0.7,The article reports on legal proceedings related to a fire at a bar. There is no clear political slant in the topic or reporting.,5,0.0
gemma2:latest,29132722,-0.1,0.2,0.0,0.0,0.6,"The article presents multiple political initiatives and polls on their support. While it mentions partisan stances, the framing generally avoids overtly biased language.",5,0.025
gemma2:latest,28980688,0.0,0.1,0.0,0.0,0.6,The article presents a generally neutral overview of Swiss businesses in Iraq. There is a slight right-leaning framing due to emphasis on economic opportunity and stability.,5,0.025
gemma2:latest,29138895,-0.6,-0.8,-0.7,0.0,0.8,The article focuses on worker health and economic concerns from a labor union perspective. The framing highlights negative impacts of work and criticizes employer practices and government policies.,5,-0.5249999999999999
gemma2:latest,29137468,0.0,0.0,0.0,0.0,0.7,The article reports on a legal investigation with neutral language and focuses on factual details.,5,0.0
gemma2:latest,29138628,0.0,-0.2,0.1,0.3,0.6,"The article focuses on a policy topic with left-leaning goals but presents diverse viewpoints. Left-leaning parties express dissatisfaction with the final outcome, while right-leaning parties oppose it.",5,0.049999999999999996
gemma2:latest,29132483,0.0,-0.2,0.1,0.0,0.6,"The article focuses on environmental performance of supermarkets. While it highlights positive actions by Lidl, it also notes the shortcomings of Swiss supermarkets.",5,-0.025
gemma2:latest,29138029,0.0,0.0,0.0,0.0,0.8,"The article presents factual information about the ongoing medical treatment of victims from the Constellation fire. There is no discernible political slant in the topic selection, framing, or treatment of sources.",5,0.0
gemma2:latest,29138340,0.2,-0.3,0.5,0.1,0.6,"The article presents arguments against a climate fund initiative, giving more space to the opposing viewpoint. The framing leans slightly left due to emphasis on potential negative consequences of the initiative.",5,0.125
gemma2:latest,29139609,-0.2,-0.3,0.1,0.0,0.6,"The article focuses on Russian influence operations targeting Ukrainian youth. While it presents both sides of the story, the framing leans slightly negative towards Russia.",5,-0.1
gemma2:latest,29132309,0.0,-0.2,0.0,0.0,0.6,"The article focuses on a personal account of the Gaza conflict, framing it through the experiences of an individual. The tone is empathetic towards the suffering described.",5,-0.05
gemma2:latest,29139514,0.0,0.0,0.0,0.0,0.95,The article reports on a routine test of Switzerland's siren system and the use of the Alterswiss app. There is no discernible political slant.,5,0.0
gemma2:latest,29138377,0.0,0.1,0.0,0.0,0.4,"The article focuses on revelations about various individuals' connections to Jeffrey Epstein. The framing is largely neutral, presenting facts and quotes from involved parties.",5,0.025
gemma2:latest,29137477,0.0,0.0,0.0,0.0,0.8,The article presents a collection of feel-good news stories with no clear political slant. The tone is neutral and informative.,5,0.0
gemma2:latest,29139808,0.0,0.0,0.0,0.0,0.8,The article focuses on scientific research and discoveries about ancient graffiti. There is no clear political slant in the topic or presentation.,5,0.0
phi3:mini,29138341,-0.1,-0.2,-0.3,0.0,0.95,"The article appears to lean slightly left due to its focus on the struggles of victims' families and their financial hardships following an incident that seems to involve a community event or gathering (implied by 'incendie'). The tone is sympathetic towards these individuals. There isn’t any clear bias in guest selection as no political figures are quoted, hence guests_bias score 0.",5,-0.15000000000000002
phi3:mini,29136599,-0.5,-1.0,-0.8,-1.0,0.9,"The article leans left due to its focus on the Palestinian perspective and criticism of Israeli actions. The framing is right-leaning as it highlights Israel's restrictions while criticizing Hamas for not facilitating access to medical care. Treatment bias also appears right, with negative portrayal of both sides but more so towards Israel.",5,-0.825
phi3:mini,29137608,-1.0,-0.5,0.0,0.0,0.95,The article presents a factual account of the Argo program with no apparent political bias in its content or framing.,5,-0.375
phi3:mini,29134900,-1.0,-1.0,-1.0,0.0,0.95,The article presents a critical view of the Israeli-Palestinian conflict with an evident left bias in its framing and treatment of events. The author's choice to focus on humanitarian issues without mentioning any positive aspects or solutions suggests this lean towards the Palestinian perspective.,5,-0.75
phi3:mini,28980688,-0.1,-0.2,-0.3,0.0,0.95,The article presents a balanced view of Swiss economic interests in Iraq but leans slightly towards concerns about regional instability and investment challenges for the right-leaning audience. The framing is subtly critical without being overtly biased.,5,-0.15000000000000002
phi3:mini,29138340,-0.1,-0.2,-0.3,0.0,0.95,The article leans slightly left due to its focus on environmental concerns and criticism of the initiative's potential for mass debt. The framing is more right-leaning as it supports existing Swiss climate policies over new ones that could lead to significant national indebtedness.,5,-0.15000000000000002
phi3:mini,29139609,-0.5,-1.0,-1.0,0.0,0.9,"The article leans left due to its critical tone towards Russia and Ukraine's internal issues with youth radicalization. The framing is right-leaning as it attributes blame primarily to the Ukrainian side for recruitment of minors into terrorism without substantial evidence from Russian sources, which could indicate bias in treatment.",5,-0.625
phi3:mini,29132309,-0.5,-0.7,-0.4,-0.6,0.9,The article presents a left-leaning bias with its focus on the struggles of Gazans and criticism towards Israeli actions. The framing is sympathetic to Palestine's plight while portraying Israel in a negative light.,5,-0.55
phi3:mini,29139514,-0.1,-0.2,0.0,0.0,0.95,The article discusses Swiss alarm sirens and their testing in a factual manner without any apparent political bias.,5,-0.07500000000000001
phi3:mini,29138377,0.0,-1.0,-1.0,-1.0,0.95,The article presents a negative framing of both Mette-Marit and Jeffrey Epstein with clear bias against them in the treatment within the text; guests' political leanings are also evident.,5,-0.75
phi3:mini,29137477,-0.3,-0.1,0.0,0.0,0.85,The article maintains a generally neutral tone with slight leanings towards left-leaning topics such as sustainability and social causes but lacks clear political bias in its treatment of guests or framing.,5,-0.1
phi3:mini,29139808,-0.1,-0.2,-0.3,0.0,0.95,The article appears to lean slightly left due to its focus on historical and cultural aspects of the graffiti rather than political or economic issues typically associated with right-leaning bias. The tone is neutral but leans towards a more progressive appreciation for art history.,5,-0.15000000000000002
qwen2.5:3b-instruct,29134931,-0.4,-0.6,-0.5,0.0,0.85,"The article focuses on a natural disaster and its aftermath, with a strong emphasis on the lack of early detection and subsequent consequences. It highlights both left-leaning (e.g., calls for increased funding) and right-leaning (e.g., criticism of government projects) viewpoints.",5,-0.375
qwen2.5:3b-instruct,29138341,-0.2,-0.4,-0.3,0.0,0.8,"The article discusses a social assistance program for victims of an incident, highlighting both the benefits and limitations of the system.",5,-0.22500000000000003
qwen2.5:3b-instruct,29137551,-0.2,-0.4,-0.3,0.0,0.85,"The article discusses the role of the OSCE and Ignazio Cassis's diplomatic efforts in Ukraine, leaning slightly to the left with a focus on international cooperation and dialogue.",5,-0.22500000000000003
qwen2.5:3b-instruct,29139880,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on the ongoing negotiations between Ukraine and Russia, highlighting their contrasting positions without giving equal weight to both sides.",5,-0.375
qwen2.5:3b-instruct,29130526,0.0,0.0,0.0,0.0,0.8,The article discusses food safety regulations and pesticide residues in agricultural products without taking a political stance or favoring one side over the other.,5,0.0
qwen2.5:3b-instruct,29136599,-0.5,-0.75,-0.625,0.0,0.9,"The article focuses on the limited reopening of a border crossing, highlighting restrictions and casualties, presenting a predominantly negative view.",5,-0.46875
qwen2.5:3b-instruct,29137324,-0.3,-0.7,-0.5,0.0,0.85,"The article focuses on the Green party's initiative and Lisa Mazzone's perspective, presenting it as a solution to climate issues rather than criticizing existing policies.",5,-0.375
qwen2.5:3b-instruct,29137930,0.0,-0.25,-0.125,0.0,0.875,"The article discusses a fossil discovery and its implications for understanding ancient ecosystems, with no clear political bias in the content or tone.",5,-0.09375
qwen2.5:3b-instruct,29125285,-0.2,-0.4,-0.3,0.0,0.85,"The article highlights the challenges of reducing emissions outside a city's borders, emphasizing that personal actions are crucial but also acknowledges the limitations of local governance in this regard.",5,-0.22500000000000003
qwen2.5:3b-instruct,29137608,-0.1,-0.3,-0.2,0.0,0.85,"The article focuses on the technological advancement of oceanographic instruments and their impact on climate research, with a slight left-leaning tone towards international cooperation in scientific programs.",5,-0.15000000000000002
qwen2.5:3b-instruct,29134900,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses on the dire situation in Gaza, highlighting the harsh living conditions and lack of hope for a better future. It does not present any balanced viewpoints or counter-arguments.",5,-0.75
qwen2.5:3b-instruct,29133473,-0.1,-0.3,-0.4,0.0,0.85,"The article focuses on a criminal case involving multiple parties, with no clear indication of bias towards either side. The tone is neutral and factual.",5,-0.2
qwen2.5:3b-instruct,29132722,-0.45,-0.67,-0.33,0.0,1.0,"The article predominantly discusses the political stance on various initiatives and proposals, with a clear left-leaning framing and treatment bias towards these topics.",5,-0.36250000000000004
qwen2.5:3b-instruct,28980688,0.0,-0.25,-0.15,0.0,0.85,"The article discusses economic relations between Switzerland and Iraq, with a neutral subject bias. The framing is slightly left-leaning towards the positive aspects of cooperation, but treatment bias leans more to the right in favoring Swiss companies over other international entities.",5,-0.1
qwen2.5:3b-instruct,29138895,-0.4,-0.6,-0.8,0.0,0.95,"The article focuses on issues related to worker health and well-being, with a strong emphasis on the negative impacts of long-term absences and low wages. It highlights structural problems in employment practices without presenting balanced viewpoints.",5,-0.45
qwen2.5:3b-instruct,29137468,0.0,-0.25,-0.125,0.0,0.875,"The article is neutral in its subject matter and does not favor either side of the political spectrum, though it leans slightly towards a more investigative tone which could be seen as leaning left.",5,-0.09375
qwen2.5:3b-instruct,29138628,-0.4,-0.6,-0.5,0.0,0.89,"The article focuses on a law aimed at reducing fossil fuel use and increasing renewable energy, but leans slightly to the right with its criticism of some groups.",5,-0.375
qwen2.5:3b-instruct,29132483,-0.3,-0.5,-0.7,0.0,1.0,"The article focuses on Lidl's climate strategy and its positive impact, while mentioning Swiss supermarkets lagging behind in detail. It leans left by highlighting the benefits of Lidl's approach.",5,-0.375
qwen2.5:3b-instruct,29138029,-0.3,-0.4,-0.6,0.0,0.85,"The article focuses on the Swiss healthcare response to the disaster, showing a left-leaning bias in its framing and treatment of the event.",5,-0.32499999999999996
qwen2.5:3b-instruct,29138340,-0.6,-0.8,-0.75,0.0,1.0,"The article heavily criticizes the initiative for climate fund, presenting it as overly ambitious and potentially harmful to future generations. It portrays critics of the initiative as reasonable and responsible.",5,-0.5375
qwen2.5:3b-instruct,29139609,-0.5,-0.75,-0.5,0.0,1.0,"The article focuses on the recruitment of minors by Russia and their involvement in sabotage activities, presenting a predominantly left-leaning perspective on the issue.",5,-0.4375
qwen2.5:3b-instruct,29132309,-0.5,-0.75,-0.5,0.0,1.0,"The article focuses on the personal experiences of Nahed and Adèle, emphasizing their resilience in the face of violence and hardship during the Gaza conflict.",5,-0.4375
qwen2.5:3b-instruct,29139514,0.0,0.0,0.0,0.0,0.8,"The article discusses a Swiss alarm system test and its implementation, showing no clear political bias.",5,0.0
qwen2.5:3b-instruct,29138377,-0.5,-0.75,-0.625,-0.3125,0.9,"The article heavily focuses on high-profile political and social figures associated with Jeffrey Epstein, presenting their interactions in a negative light, which leans left.",5,-0.546875
qwen2.5:3b-instruct,29137477,-0.3,-0.4,-0.1,0.0,0.85,"The article presents a mix of neutral and slightly left-leaning topics, with a slight focus on sustainability and social issues.",5,-0.19999999999999998
qwen2.5:3b-instruct,29139808,-0.1,-0.2,-0.3,0.0,0.9,"The article discusses a technological advancement in the study of graffiti from Pompeii, focusing on its historical and cultural significance rather than political or social issues.",5,-0.15000000000000002
gemma3:4b,29134931,0.2,0.3,0.1,0.0,0.8,"The article primarily focuses on a natural disaster and its consequences, presenting a factual account. The inclusion of the Prime Minister's visit and the discussion of compensation raise questions about government response and accountability. The article highlights the ongoing vulnerability of the region due to geological factors and the need for comprehensive risk assessment.",5,0.15
gemma3:4b,29138341,0.1,0.2,0.3,0.2,0.8,"The article focuses on a specific incident (an unspecified fire) and the subsequent financial support provided by the Swiss government. It presents a neutral framing of the situation, highlighting both the challenges and the solutions. The inclusion of quotes from individuals affected and officials involved offers a balanced perspective.",5,0.2
gemma3:4b,29137551,0.2,0.3,0.1,0.0,0.7,"The article focuses on Swiss diplomatic efforts regarding the Ukraine conflict, primarily through the OSCE. It presents a neutral account of Cassis's meetings with Ukrainian and Russian officials, highlighting the OSCE's role and past contributions while acknowledging its current marginalization. The piece includes perspectives from both the Swiss and Russian sides.",5,0.15
gemma3:4b,29139880,0.2,0.3,0.1,-0.3,0.8,"The article presents information from both Ukrainian and Russian perspectives, reflecting a neutral stance on the subject matter. The framing leans slightly towards acknowledging Russian concerns regarding Ukrainian troop withdrawals, while highlighting Ukraine's position. The inclusion of quotes from both sides suggests a balanced, though cautious, approach.",5,0.075
gemma3:4b,29130526,0.0,0.2,0.3,0.0,0.8,"This article reports on a Swiss food safety investigation regarding pesticide residue levels in various fruits and vegetables. The framing focuses on exceeding legal limits, presenting a concern about food safety. The treatment is neutral, simply reporting the findings of the investigation.",5,0.125
gemma3:4b,29136599,0.3,0.2,0.7,-0.2,0.8,"The article primarily focuses on the humanitarian crisis in Gaza and the restrictions imposed by Israel, presenting a largely sympathetic view of the Palestinian situation. It highlights the need for aid access and reports on casualties from Israeli strikes, framing Israel negatively. The inclusion of a Hamas-controlled Ministry of Health adds a layer of complexity, but the overall narrative leans towards a critical assessment of Israeli actions.",5,0.25
gemma3:4b,29137324,0.6,0.8,0.7,0.0,0.85,"The article heavily favors the left-leaning Green Party's perspective on climate action, framing the initiative as a necessary and beneficial investment. It consistently highlights the positive aspects of the proposal and criticizes the current federal government's approach. The focus on tangible benefits and the urgency of the situation aligns with a left-leaning viewpoint.",5,0.5249999999999999
gemma3:4b,29137930,0.0,0.1,0.0,0.0,0.8,"The article focuses on a paleontological discovery, presenting scientific findings about a fossilized vomit and the animals it contained. There is no explicit political leaning in the subject matter. The tone is neutral and informative, describing the scientific process and findings. The inclusion of a paleontologist adds a credible expert voice, but doesn't inherently favor a particular political viewpoint.",5,0.025
gemma3:4b,29125285,0.2,0.3,0.1,0.0,0.7,"The article focuses on Zurich's climate efforts and challenges, highlighting the complexities of emissions accounting and the role of consumption. It presents data on Zurich's emissions and compares them to other cities and countries, suggesting a broader global perspective is needed. The tone is largely factual and analytical.",5,0.15
gemma3:4b,29137608,0.0,0.3,0.2,0.0,0.8,"The article focuses on a scientific project – the deployment of autonomous underwater vehicles – with a neutral subject matter. The framing leans slightly towards highlighting the importance of oceanographic data for climate research and strategic applications. While acknowledging challenges in funding, the overall tone is informative and objective.",5,0.125
gemma3:4b,29134900,-0.6,0.3,0.8,0.7,0.8,"The article heavily focuses on the dire humanitarian situation in Gaza, presenting a largely negative portrayal of the Israeli blockade and the impact on civilians. It features multiple voices directly experiencing the crisis, predominantly from Gaza itself, which leans left. The framing emphasizes suffering and deprivation, and the treatment of the situation is overwhelmingly sympathetic to the Palestinian perspective.",5,0.3
gemma3:4b,29133473,0.0,0.1,0.1,0.0,0.8,"The article focuses on a legal investigation related to a fire incident. It presents the facts of the case and the legal proceedings without explicitly taking a political stance. The framing is relatively neutral, detailing the investigation and the municipality's response.",5,0.05
gemma3:4b,29132722,0.3,0.2,0.4,0.1,0.7,"The article primarily discusses Swiss political initiatives, particularly regarding the SSR (Swiss Broadcasting Corporation) redevance, the climate fund, and the introduction of individual income taxation. It exhibits a left-leaning framing by highlighting opposition to the SSR redevance from traditional parties and emphasizing the concerns of marginalized groups regarding potential centralization and reduced regional services. The treatment is slightly favorable to the left, reflecting the article's focus on the arguments against the redevance and the support for initiatives like the climate fund and individual taxation, which are generally seen as progressive. The guests (quoted speakers) are predominantly from left-leaning parties and organizations, reinforcing the overall left-leaning perspective.",5,0.25
gemma3:4b,28980688,0.1,0.2,0.3,0.4,0.8,"The article presents a largely positive view of Swiss-Iraqi economic relations, highlighting investment opportunities and the benefits of Swiss expertise. It features perspectives from both Swiss and Iraqi business leaders, emphasizing stability and the potential for modernization. The article acknowledges geopolitical risks but focuses on the positive aspects of the relationship.",5,0.25
gemma3:4b,29138895,0.3,0.6,0.7,0.2,0.8,"The article primarily focuses on worker health and economic concerns, presenting a critique of current labor practices and policies. The framing leans slightly left, highlighting issues like stagnant wages, employer practices, and calls for increased public investment. The USS's statements and recommendations are presented favorably, suggesting a left-leaning perspective.",5,0.44999999999999996
gemma3:4b,29137468,0.0,0.1,0.0,0.0,0.8,"The article reports on a police investigation related to a fire in Crans-Montana. It details the questioning of a firefighter, David Vocat, and draws parallels to a previous case involving the Moretti couple. The article presents factual information without explicitly taking a political stance.",5,0.025
gemma3:4b,29138628,0.6,0.4,0.3,-0.4,0.8,"The article focuses on renewable energy and energy sovereignty, reflecting a left-leaning interest in environmental policy. Framing leans slightly towards acknowledging the concerns of opposition groups, particularly regarding potential costs and lobbying. The inclusion of figures from PLR, UDC, and Ensemble à Gauche indicates a balanced, though ultimately left-leaning, perspective.",5,0.225
gemma3:4b,29132483,0.2,0.3,0.3,0.0,0.8,"The article focuses on Lidl's climate strategy and its ranking compared to other supermarkets, presenting a positive view of their actions. It contrasts Lidl's proactive approach with the lagging performance of Swiss supermarkets, highlighting their lack of detailed plans. The overall tone is supportive of environmentally conscious business practices.",5,0.2
gemma3:4b,29138029,0.0,0.0,0.0,0.0,0.8,"The article provides a factual update on the victims and injured from the Crans-Montana disaster, detailing hospitalizations and transfers across Switzerland and internationally. It focuses on numbers and locations without explicitly taking a political stance. The reporting is neutral in tone and does not favor any particular group or perspective.",5,0.0
gemma3:4b,29138340,0.6,0.7,0.8,-0.3,0.85,"The article primarily frames the debate around a climate fund initiative, leaning slightly towards skepticism regarding its effectiveness and potential for debt. It presents arguments from both sides, but consistently highlights concerns about the initiative's rigidity and potential for unsustainable spending. The speaker, Simone de Montmollin, consistently expresses reservations, contributing to a right-leaning framing.",5,0.4499999999999999
gemma3:4b,29139609,0.6,0.7,0.3,0.4,0.85,"The article primarily focuses on Ukrainian youth involvement in sabotage, highlighting a concerning trend. The framing emphasizes the destabilizing impact of these actions and suggests a strategic effort by Russia to undermine Western support for Ukraine. The expert opinions lean towards a critique of Russia's tactics and a questioning of the legitimacy of accusations.",5,0.5
gemma3:4b,29132309,0.2,0.3,0.4,0.1,0.8,"The article presents a personal account of life in Gaza through the voice of Nahed, a French teacher. It highlights both moments of hope and devastating events, offering a grounded perspective on the conflict. The framing leans slightly towards empathy for the civilian population affected by the war.",5,0.25
gemma3:4b,29139514,0.0,0.0,0.0,0.0,0.8,"This article reports on a civil defense exercise involving sirens in Switzerland. It focuses on the technical aspects of the test, including the number of sirens, mobile sirens, and notification delivery. There is no discernible political leaning or framing present.",5,0.0
gemma3:4b,29138377,0.3,0.6,0.2,0.4,0.8,"The article heavily focuses on individuals connected to Jeffrey Epstein, primarily through documented relationships and financial dealings. The framing leans towards exposing potential wrongdoing and scandal, particularly regarding prominent figures like Mette-Marit, Jack Lang, Peter Mandelson, and Prince Andrew. While the article presents information about these connections, it doesn't offer a balanced perspective or explicitly advocate for any particular viewpoint.",5,0.375
gemma3:4b,29137477,0.0,0.1,0.0,0.0,0.8,"The article presents a collection of diverse and positive stories from Switzerland, focusing on innovation, sustainability, and community initiatives. There's no clear political leaning or favoring of specific viewpoints. The stories cover topics ranging from medical advancements and environmental solutions to cultural trends and local heroes.",5,0.025
gemma3:4b,29139808,0.0,0.1,0.0,0.0,0.8,"The article focuses on a historical archaeological project involving the deciphering of ancient graffiti. It presents the research and technological advancements used in the process in a neutral and informative manner, highlighting the discoveries and the scientific approach taken. There is no clear political leaning or favoring of any particular viewpoint.",5,0.025
llama3.2:latest,29134931,-0.5,0.2,0.1,0.0,0.8,"L'article présente une analyse objective des événements et des causes du glissement de terrain à Niscemi, mais il manque de détails sur les responsabilités politiques impliquées. La protection civile affirme que le terrain continue de bouger fortement, ce qui souligne l'importance d'une vigilance accrue pour la sécurité publique.",6,-0.049999999999999996
llama3.2:latest,29138341,-0.1,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne prend pas position sur le sujet, mais souligne les difficultés financières que les familles de victimes peuvent rencontrer. Le discours du chef de l'Office valaisan de coordination des prestations sociales est plus formel et moins émotionnel que celui des proches des victimes. La mention des conséquences financières lourdes pour les familles est un point clé du article.",6,-0.025
llama3.2:latest,29137930,-0.1,0.2,0.1,0.0,0.8,"L'article présente une approche scientifique objective et neutre, en présentant les découvertes de manière claire et concise. Les citations d'experts sont également équilibrées entre les deux parties politiques.",6,0.05
